,0
0,0.3382873911879263
1,0.3373744194404775
2,0.35738543819451696
3,0.35120982839811576
4,0.3629766859839121
5,0.38008805238827925
6,0.3844809073985265
7,0.3852763307473941
8,0.38291034061620177
9,0.3724770752456217
10,0.3742260301727587
11,0.3742707210974592
12,0.36991955257999987
13,0.3705260722723609
14,0.3726990276531672
15,0.3729322466803846
16,0.374976387042937
17,0.38468295544465025
18,0.3815951505464499
19,0.3749433382918981
20,0.3584313560540995
21,0.3581579527500507
22,0.3525351584255727
23,0.3565381883951564
24,0.3639692751770456
25,0.35933644116777774
26,0.36041766110233375
27,0.3579652935536535
28,0.3614620767459602
29,0.3575867351326627
30,0.35606799480083096
31,0.352670357861641
32,0.3600514959629826
33,0.3552609292783018
34,0.3540313655180598
35,0.3581538216561708
36,0.3516965463679611
37,0.3428736565025483
38,0.3416117950992459
39,0.3456876825427111
40,0.3461015430386749
41,0.3498908827884737
42,0.3529595344332308
43,0.3542454312918344
44,0.35325997762449335
45,0.3569400311634703
46,0.36705219787338805
47,0.3626984004780054
48,0.3591208731780471
49,0.36774659719919356
50,0.36523639433619515
51,0.3532858908497398
52,0.34053320404261367
53,0.34597122580446493
54,0.3476221611404524
55,0.34491817241908995
56,0.3415686063905019
57,0.33771992911042936
58,0.33736014838889217
59,0.33849507254388644
60,0.33771842689447285
61,0.3398985178010716
62,0.34059179046490984
63,0.33786639516616956
64,0.3366229359083319
65,0.3213964749751477
66,0.322988823888839
67,0.3224806993416163
68,0.319282857124616
69,0.32568492597643095
70,0.3239314644014253
71,0.3121743712193452
72,0.30080259643005913
73,0.2935341245254408
74,0.3003188828921264
75,0.29168039003535107
76,0.2838053984383717
77,0.28688606781077963
78,0.29657160518910475
79,0.2963639238331446
80,0.30557701429320927
81,0.3129521435307261
82,0.31412612530058404
83,0.33417056835965164
84,0.33769063589928106
85,0.336643215823742
86,0.36497989096165506
87,0.3593999097919318
88,0.3650320929661368
89,0.35486471981982426
90,0.35258548266010914
91,0.3465608455673177
92,0.3507486480995281
93,0.3507343770479432
94,0.3588399587942166
95,0.36089236134452873
96,0.35942319413925494
97,0.35474153811140674
98,0.3468590354346457
99,0.34799508625160724
100,0.33930026029646987
101,0.3380425299870473
102,0.32764682001537526
103,0.32495898011554303
104,0.32377560949595807
105,0.3273212147068447
106,0.32827925293298277
107,0.32341958431431195
108,0.3413316318233939
109,0.33854276790049953
110,0.3518317458040294
111,0.3446425157911066
112,0.34546497902718754
113,0.34430752163284906
114,0.3485118485405785
115,0.36201301444793765
116,0.36492055343138086
117,0.363404441977472
118,0.3781062539879141
119,0.37535607212589506
120,0.3729953397505499
121,0.3708009777923662
122,0.3847535595945972
123,0.39272243968884624
124,0.3808812224132123
125,0.38033892245298384
126,0.38234888740253004
127,0.3775909939148989
128,0.3803509401806342
129,0.38788267543159627
130,0.38576717981111885
131,0.39164272197024674
132,0.39176102147680636
133,0.39054047101230216
134,0.38928724735074827
135,0.37522462822971736
136,0.3774689388684487
137,0.38126654080600675
138,0.3778489995053955
139,0.3688965435137508
140,0.3607504019366572
141,0.36299809256128945
142,0.35830930100764924
143,0.3558644445387502
144,0.3585057157439371
145,0.3572017922938575
146,0.36233448866258877
147,0.35735914941528124
148,0.34664046301300244
149,0.3478516246277792
150,0.34453811178214266
151,0.34776524721029123
152,0.3481655877626486
153,0.35051805795023405
154,0.3428293411318375
155,0.34198734908832407
156,0.33914440539100266
157,0.3450852939442295
158,0.34167601483137844
159,0.34547925007877245
160,0.3440254805870513
161,0.35739820703014535
162,0.3620490676308892
163,0.3610658672874827
164,0.35846665812907297
165,0.3719723306843008
166,0.35688970692893385
167,0.3451600291880563
168,0.3320100062604854
169,0.36430389378131434
170,0.3486485501926029
