,0
0,0.07424700048987831
1,0.0728347433372053
2,0.07565240076923774
3,0.07602467724018092
4,0.07444125700460336
5,0.0760010663084878
6,0.07569490044628546
7,0.07511284246443528
8,0.0747916044184398
9,0.07504530873104442
10,0.07643647776390372
11,0.07650536993446055
12,0.07571411262906047
13,0.07583824791103089
14,0.07500319717890125
15,0.07575816480572639
16,0.07388714401588048
17,0.07372581343055773
18,0.07249720404521887
19,0.0755401032968559
20,0.0751765596362649
21,0.07506969591254664
22,0.07539895520656947
23,0.07460640415148745
24,0.07482161941105803
25,0.07409084490328288
26,0.07259003058488933
27,0.06236824372381011
28,0.06360370998246256
29,0.0632974794327762
30,0.06700070852201323
31,0.0699186315543866
32,0.06832537882122713
33,0.06737608999219291
34,0.07025345397204119
35,0.07087154288252995
36,0.0687605315267068
37,0.06959312413444108
38,0.06970574504424332
39,0.06863691374460901
40,0.0723900168840802
41,0.07823601888382914
42,0.08048203301894996
43,0.08288213274117551
44,0.08510725281893505
45,0.08384106000533931
46,0.08009539592653858
47,0.07886465185422464
48,0.08039761585221139
49,0.08161496961531844
50,0.08102527851034558
51,0.08464952418150762
52,0.0827151096572527
53,0.08025426838746585
54,0.08122665064832058
55,0.0835742888209483
56,0.09003501598201324
57,0.08840599107015157
58,0.08822984705097203
59,0.08943290488009492
60,0.08819562737188791
61,0.08887756282917436
62,0.08807039240268788
63,0.08799063273480379
64,0.08655586433766715
65,0.08476654384022808
66,0.06934925231941824
67,0.06875373934087725
68,0.06307611886221698
69,0.06391071678195814
70,0.06694928197216099
71,0.072922006753244
72,0.07437462889598967
73,0.07091203724757089
74,0.07137222400939369
75,0.06789197267781799
76,0.07353886660153497
77,0.08188549267378664
78,0.08604968477465569
79,0.08763148782313102
80,0.08657080714649212
81,0.08626302409718756
82,0.0832528567125006
83,0.083963901537628
84,0.08321572609663241
85,0.08143843747123425
86,0.08645424030016025
87,0.08492379911405312
88,0.0851000078207168
89,0.08645734529939664
90,0.07979214100112031
91,0.07960299479763844
92,0.07651073899564009
93,0.07451519479891933
94,0.07467975975844654
95,0.082481264402264
96,0.08145350965502751
97,0.08233791693751857
98,0.0799705490822431
99,0.07634112841235374
100,0.07685610547320154
101,0.07919015927417017
102,0.0781538657790336
103,0.07604130192359226
104,0.07724985818886299
105,0.0767494358119356
106,0.07455342510201701
107,0.07157799489628691
108,0.07209090195764378
109,0.07295486799516215
110,0.07486386033816939
111,0.07751035468729717
112,0.07539436239519903
113,0.07350251223547588
114,0.06582443131130389
115,0.06737660749206564
116,0.0634643731417307
117,0.06632601806294491
118,0.06912536893697963
119,0.06971907066596605
120,0.07684614360065156
121,0.07763222590732444
122,0.07776198900041087
123,0.07881270780449967
124,0.07723485069255387
125,0.07608004972656279
126,0.0754629958158195
127,0.08051088363685455
128,0.08038726585475686
129,0.0789092215307633
130,0.07783159273329265
131,0.07835679041662691
132,0.0779438902056745
133,0.07926707269275435
134,0.07722450069509934
135,0.07750860812522664
136,0.08406326151319166
137,0.08492205255198271
138,0.0865283074694444
139,0.08636652407173295
140,0.07944140546237932
141,0.06943858573494788
142,0.07317771637785542
143,0.07123857966726177
144,0.07334357508706446
145,0.07411245052296922
146,0.07460640415148745
147,0.07372587811804188
148,0.07544132550864902
149,0.073333936651935
150,0.0728725208279144
151,0.07153226084503461
152,0.07242682406252798
153,0.07336983820560539
154,0.07147954054550054
155,0.06854234064286813
156,0.06835739912585215
157,0.06818461885584526
158,0.07000207840886385
159,0.06837602912127039
160,0.06983647844959107
161,0.07047785485435254
162,0.06874435965568404
163,0.06746936934425196
164,0.06837014256021812
165,0.06873064590905675
166,0.0671517537973656
167,0.0656895579069744
168,0.06624587027015627
169,0.0668807779265087
170,0.06824316102894756
171,0.06924471734512738
172,0.06884980025475229
173,0.06791170236046573
174,0.06811113387391798
175,0.06752862307967922
176,0.06832634913348856
177,0.06749951371183838
178,0.06532937799555616
179,0.06449756163763098
180,0.06603654157163807
181,0.0681102282491407
182,0.06721068409537234
183,0.06800084171354304
184,0.07030895583339114
185,0.06604773250638585
186,0.06572384227354255
187,0.06715582910886331
188,0.07141776399819366
189,0.06990388280801385
190,0.06977082065323881
191,0.07103377909262998
192,0.0714295371202982
193,0.07102084159581179
194,0.0695819331996933
195,0.07417112207103971
196,0.07197976885997559
197,0.06979106783575928
198,0.07014354993657068
199,0.07101980659606633
200,0.07107757251935953
201,0.06590710191597215
202,0.06771181803462478
203,0.06654880175815403
204,0.06749576183776107
205,0.0674762909050497
206,0.0650180371346265
207,0.06454310162643095
208,0.06596551471410628
209,0.06649258833447902
210,0.06885180556675907
211,0.0702295842904116
212,0.06964261005977057
213,0.06905330707970225
214,0.06637712117537675
215,0.06622031871394041
216,0.06678400545030871
217,0.06641179366684946
218,0.06803493201765887
219,0.06873847309463177
220,0.07830717511632912
221,0.0695819331996933
222,0.0683646441240704
223,0.06706306725667688
224,0.06754971119949293
225,0.06827136477201123
226,0.0701282836903252
227,0.07160406395237551
228,0.07401645429657833
229,0.07225553160465525
230,0.07229816065667116
231,0.07227597284962795
232,0.07125701560022768
233,0.06658321549969048
234,0.06946562510329779
235,0.06911915893850684
236,0.0674222768558338
237,0.04535213634620894
238,0.041614364140467375
239,0.03771079791300069
240,0.03999446016386243
241,0.04127184391220584
242,0.03969126992592831
243,0.03612996517678668
244,0.03620966015718674
245,0.03558937187223887
246,0.030361135345558288
247,0.03264518572132469
248,0.03290083065845195
249,0.034000000388124896
250,0.03544874128182518
251,0.03515324885449789
252,0.03550935345441841
253,0.034893852043293316
254,0.0335914989260907
255,0.03325344213423154
256,0.034182160343325
257,0.037003504961950484
258,0.03910047913372594
259,0.03809504156850074
260,0.03877891765030994
