Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1981-03-26,0.08960044628120692,0.08960044628120692,0.08916551619768143,0.08916551619768143,12275200,0.0,0.0
1981-03-27,0.0865559544347085,0.0865559544347085,0.08612103015184402,0.08612103015184402,12252800,0.0,0.0
1981-03-30,0.08612103015184402,0.08699088452484846,0.08612103015184402,0.08612103015184402,9900800,0.0,0.0
1981-03-31,0.0861210217042532,0.0861210217042532,0.08525116741657257,0.08525116741657257,15993600,0.0,0.0
1981-04-01,0.08481624966320397,0.08481624966320397,0.0843813195824623,0.08438131958246231,34070400,0.0,0.0
1981-04-02,0.09177587926387787,0.09221080361597393,0.09177587926387787,0.09177587926387787,31404800,0.0,0.0
1981-04-03,0.09221082925796509,0.09264575953828298,0.09221082925796509,0.09221082925796509,16486400,0.0,0.0
1981-04-06,0.09090522339367856,0.09090522339367856,0.09047029912471771,0.09047029912471771,22803200,0.0,0.0
1981-04-07,0.09003537559117339,0.09003537559117339,0.08960045129060745,0.08960045129060745,10684800,0.0,0.0
1981-04-08,0.09395050257444382,0.094820356992729,0.09395050257444382,0.09395050257444382,21952000,0.0,0.0
1981-04-09,0.09569022804498672,0.09612515823337175,0.09569022804498672,0.09569022804498672,12499200,0.0,0.0
1981-04-10,0.09699501842260361,0.0974299428289107,0.09699501842260361,0.09699501842260361,33465600,0.0,0.0
1981-04-13,0.09699501842260361,0.0974299428289107,0.09699501842260361,0.09699501842260361,16060800,0.0,0.0
1981-04-14,0.09699501842260361,0.0974299428289107,0.09699501842260361,0.09699501842260361,6652800,0.0,0.0
1981-04-15,0.09264575953828298,0.09264575953828298,0.09221082925796509,0.09221082925796509,34048000,0.0,0.0
1981-04-16,0.08742580223612656,0.08742580223612656,0.08699087798595428,0.08699087798595428,23878400,0.0,0.0
1981-04-20,0.08960045129060745,0.09003537559117339,0.08960045129060745,0.08960045129060745,35347200,0.0,0.0
1981-04-21,0.09569022804498672,0.09612515823337175,0.09569022804498672,0.09569022804498672,28537600,0.0,0.0
1981-04-22,0.09916961193084717,0.09960454196839807,0.09916961193084717,0.09916961193084717,18995200,0.0,0.0
1981-04-23,0.10177920013666153,0.10221413030757956,0.10177920013666153,0.10177920013666153,58016000,0.0,0.0
1981-04-24,0.10177920103753345,0.10177920103753345,0.10090935230255126,0.10090935230255127,35056000,0.0,0.0
1981-04-27,0.10047439728275745,0.10047439728275745,0.10003946721553802,0.10003946721553802,38528000,0.0,0.0
1981-04-28,0.09873468670490253,0.09873468670490253,0.09829975664615631,0.09829975664615631,32188800,0.0,0.0
1981-04-29,0.0974299428289107,0.0974299428289107,0.09699501842260361,0.09699501842260361,13641600,0.0,0.0
1981-04-30,0.09873470664024353,0.09960456693336782,0.09873470664024353,0.09873470664024353,12611200,0.0,0.0
1981-05-01,0.09873470664024353,0.09960456693336782,0.09873470664024353,0.09873470664024353,16553600,0.0,0.0
1981-05-04,0.09873468670490253,0.09873468670490253,0.09829975664615631,0.09829975664615631,14448000,0.0,0.0
1981-05-05,0.09829978482558731,0.09829978482558731,0.09786486625671387,0.09786486625671387,17539200,0.0,0.0
1981-05-06,0.09569021728426005,0.09569021728426005,0.0952552929520607,0.0952552929520607,18950400,0.0,0.0
1981-05-07,0.09656006097793579,0.09699499106886456,0.09656006097793579,0.09656006097793579,9363200,0.0,0.0
1981-05-08,0.09742994606494904,0.09786487629297903,0.09742994606494904,0.09742994606494904,7907200,0.0,0.0
1981-05-11,0.09569021728426005,0.09569021728426005,0.0952552929520607,0.0952552929520607,11939200,0.0,0.0
1981-05-12,0.0952552929520607,0.09656007175593491,0.0952552929520607,0.0952552929520607,4256000,0.0,0.0
1981-05-13,0.09525530294540038,0.09612515750833264,0.09482037276029587,0.09482037276029587,4905600,0.0,0.0
1981-05-14,0.09438541427957785,0.09438541427957785,0.0935155600309372,0.0935155600309372,4928000,0.0,0.0
1981-05-15,0.09569022804498672,0.09699501280286504,0.09569022804498672,0.09569022804498672,4905600,0.0,0.0
1981-05-18,0.09742994606494904,0.09829979490645437,0.09742994606494904,0.09742994606494904,4166400,0.0,0.0
1981-05-19,0.09612515823337175,0.09612515823337175,0.09569022804498672,0.09569022804498672,25424000,0.0,0.0
1981-05-20,0.09873470664024353,0.09960456693336782,0.09873470664024353,0.09873470664024353,13283200,0.0,0.0
1981-05-21,0.10438951849937439,0.10482444854853602,0.10438951849937439,0.10438951849937439,32211200,0.0,0.0
1981-05-22,0.1091737449169159,0.11004360526000927,0.1091737449169159,0.1091737449169159,31427200,0.0,0.0
1981-05-26,0.10917377319712768,0.10917377319712768,0.10873885452747344,0.10873885452747345,85344000,0.0,0.0
1981-05-27,0.1148277595639229,0.11526268957358655,0.1148277595639229,0.11482775956392288,149497600,0.0,0.0
1981-05-28,0.1148277595639229,0.11526268957358655,0.1148277595639229,0.11482775956392288,73987200,0.0,0.0
1981-05-29,0.11526272445917131,0.11569843277547802,0.11526272445917131,0.1152627244591713,59382400,0.0,0.0
1981-06-01,0.11526272445917131,0.11569843277547802,0.11526272445917131,0.1152627244591713,51251200,0.0,0.0
1981-06-02,0.11004360272077207,0.11004360272077207,0.10960867255926132,0.10960867255926132,40432000,0.0,0.0
1981-06-03,0.10960867255926132,0.11047852126772995,0.10960867255926132,0.10960867255926132,39446400,0.0,0.0
1981-06-04,0.11178331077098848,0.11221822931412848,0.11178331077098848,0.11178331077098846,56067200,0.0,0.0
1981-06-05,0.11047851873860828,0.11047851873860828,0.11004360020160675,0.11004360020160675,57680000,0.0,0.0
1981-06-08,0.10656416660717581,0.10656416660717581,0.10612923651933669,0.1061292365193367,93497600,0.0,0.0
1981-06-09,0.10830388963222504,0.10873881977744333,0.10830388963222504,0.10830388963222504,119593600,0.0,0.0
1981-06-10,0.10960867255926132,0.1109134514292407,0.10960867255926132,0.10960867255926132,25222400,0.0,0.0
1981-06-11,0.11439286172389984,0.11482779185587486,0.11439286172389984,0.11439286172389984,38976000,0.0,0.0
1981-06-12,0.11352298647518931,0.11352298647518931,0.11308805644512177,0.11308805644512177,25804800,0.0,0.0
1981-06-15,0.11308808128009953,0.11308808128009953,0.11265315115451811,0.11265315115451813,143763200,0.0,0.0
1981-06-16,0.11091342063179245,0.11091342063179245,0.1104784905910492,0.1104784905910492,37251200,0.0,0.0
1981-06-17,0.10917377319712768,0.10917377319712768,0.10873885452747344,0.10873885452747345,27574400,0.0,0.0
1981-06-18,0.10873881977744333,0.10917373830810918,0.10830388963222504,0.10830388963222504,23049600,0.0,0.0
1981-06-19,0.1056943221242495,0.1056943221242495,0.10525940358638763,0.10525940358638763,27507200,0.0,0.0
1981-06-22,0.1017791535989149,0.1017791535989149,0.10134423524141312,0.10134423524141312,10841600,0.0,0.0
1981-06-23,0.10308397561311722,0.10395460238846604,0.10308397561311722,0.10308397561311722,15030400,0.0,0.0
1981-06-24,0.10134426248641311,0.10134426248641311,0.10047440230846405,0.10047440230846405,23027200,0.0,0.0
1981-06-25,0.10264906287193298,0.10308399305299215,0.10264906287193298,0.10264906287193298,24259200,0.0,0.0
1981-06-26,0.1022140835709645,0.1022140835709645,0.10134423524141312,0.10134423524141312,23788800,0.0,0.0
1981-06-29,0.0987347150090142,0.0987347150090142,0.09786486625671387,0.09786486625671387,10595200,0.0,0.0
1981-06-30,0.09090522339367856,0.09090522339367856,0.09047029912471771,0.09047029912471771,35907200,0.0,0.0
1981-07-01,0.09003537559117339,0.09003537559117339,0.08960045129060745,0.08960045129060745,170464000,0.0,0.0
1981-07-02,0.08960045129060745,0.09003537559117339,0.08960045129060745,0.08960045129060745,30284800,0.0,0.0
1981-07-06,0.08742585735369197,0.08742585735369197,0.08655600249767305,0.08655600249767303,16531200,0.0,0.0
1981-07-07,0.08742579817771912,0.08829565244495906,0.08742579817771912,0.08742579817771912,15836800,0.0,0.0
1981-07-08,0.09090524911880493,0.09134095749323153,0.09090524911880493,0.09090524911880493,16620800,0.0,0.0
1981-07-09,0.08438132368531098,0.08438132368531098,0.08394639939069748,0.08394639939069748,32883200,0.0,0.0
1981-07-10,0.07785664917212763,0.07785664917212763,0.07742172479629517,0.07742172479629517,55171200,0.0,0.0
1981-07-13,0.07916222512722015,0.07959715538196205,0.07916222512722015,0.07916222512722015,45740800,0.0,0.0
1981-07-14,0.0826416015625,0.08351145581869818,0.0826416015625,0.0826416015625,19779200,0.0,0.0
1981-07-15,0.08481626957654953,0.08525119395212832,0.08481626957654953,0.08481626957654953,10953600,0.0,0.0
1981-07-16,0.08699087798595428,0.08786073229357387,0.08699087798595428,0.08699087798595428,15232000,0.0,0.0
1981-07-17,0.09003536403179169,0.09047029408379392,0.09003536403179169,0.09003536403179169,19824000,0.0,0.0
1981-07-20,0.08438132368531098,0.08438132368531098,0.08394639939069748,0.08394639939069748,23654400,0.0,0.0
1981-07-21,0.08394639437366716,0.08394639437366716,0.08351146429777145,0.08351146429777145,31942400,0.0,0.0
1981-07-22,0.07959713877580486,0.07959713877580486,0.07872650027275085,0.07872650027275085,22668800,0.0,0.0
1981-07-23,0.08090191334486008,0.0813368434857015,0.08090191334486008,0.08090191334486008,34451200,0.0,0.0
1981-07-24,0.08351146429777145,0.08394639437366716,0.08351146429777145,0.08351146429777145,28851200,0.0,0.0
1981-07-27,0.08699087798595428,0.08742580223612656,0.08699087798595428,0.08699087798595428,17337600,0.0,0.0
1981-07-28,0.08438132368531098,0.08438132368531098,0.08394639939069748,0.08394639939069748,22848000,0.0,0.0
1981-07-29,0.08307653159423643,0.08307653159423643,0.0826416015625,0.0826416015625,15500800,0.0,0.0
1981-07-30,0.085686095058918,0.08655594938113596,0.085686095058918,0.085686095058918,9900800,0.0,0.0
1981-07-31,0.08699087798595428,0.08742580223612656,0.08699087798595428,0.08699087798595428,10953600,0.0,0.0
1981-08-03,0.08699088452484846,0.08699088452484846,0.08612103015184402,0.08612103015184402,12432000,0.0,0.0
1981-08-04,0.08742579817771912,0.08786072821497648,0.08742579817771912,0.08742579817771912,31673600,0.0,0.0
1981-08-05,0.09003536403179169,0.09047029408379392,0.09003536403179169,0.09003536403179169,17494400,0.0,0.0
1981-08-06,0.0882957249128132,0.0882957249128132,0.08786080032587051,0.08786080032587051,10528000,0.0,0.0
1981-08-07,0.08786080032587051,0.0882957249128132,0.08786080032587051,0.08786080032587051,9206400,0.0,0.0
1981-08-10,0.08786080032587051,0.08786080032587051,0.08786080032587051,0.08786080032587051,0,0.0,0.0
1981-08-11,0.0861210217042532,0.0861210217042532,0.08525116741657257,0.08525116741657257,71456000,0.0,0.0
1981-08-12,0.08394639437366716,0.08394639437366716,0.08351146429777145,0.08351146429777145,26275200,0.0,0.0
1981-08-13,0.0813368434857015,0.0813368434857015,0.08090191334486008,0.08090191334486008,27484800,0.0,0.0
1981-08-14,0.08046697731521431,0.08046697731521431,0.0795971229672432,0.0795971229672432,24192000,0.0,0.0
1981-08-17,0.07785664420683601,0.07785664420683601,0.07698678970336914,0.07698678970336914,18905600,0.0,0.0
1981-08-18,0.07611691100926501,0.07611691100926501,0.07524705678224564,0.07524705678224564,17001600,0.0,0.0
1981-08-19,0.07524708586307022,0.07524708586307022,0.07437723129987717,0.07437723129987717,20675200,0.0,0.0
1981-08-20,0.07524705678224564,0.07568198679939257,0.07524705678224564,0.07524705678224564,17113600,0.0,0.0
1981-08-21,0.07089782440892656,0.07089782440892656,0.07002796977758408,0.07002796977758408,41910400,0.0,0.0
1981-08-24,0.06611281875215394,0.06611281875215394,0.06567788869142532,0.06567788869142532,23072000,0.0,0.0
1981-08-25,0.0674184113740921,0.06785333582154486,0.0674184113740921,0.0674184113740921,40700800,0.0,0.0
1981-08-26,0.06654777056969235,0.06654777056969235,0.06611284613609314,0.06611284613609314,33600000,0.0,0.0
1981-08-27,0.06654775142669678,0.06698345971742312,0.06654775142669678,0.06654775142669678,25916800,0.0,0.0
1981-08-28,0.07002796977758408,0.07046289418961671,0.07002796977758408,0.07002796977758408,38035200,0.0,0.0
1981-08-31,0.07002796977758408,0.07046289418961671,0.07002796977758408,0.07002796977758408,40947200,0.0,0.0
1981-09-01,0.07437723129987717,0.07481216148511206,0.07437723129987717,0.07437723129987717,37027200,0.0,0.0
1981-09-02,0.07568200677633286,0.07611693110100745,0.07568200677633286,0.07568200677633286,19376000,0.0,0.0
1981-09-03,0.0726375274532612,0.0726375274532612,0.07176767289638519,0.07176767289638519,37475200,0.0,0.0
1981-09-04,0.07133273448574282,0.07133273448574282,0.07089781016111374,0.07089781016111374,15254400,0.0,0.0
1981-09-08,0.0691581095842984,0.0691581095842984,0.0687231793999672,0.0687231793999672,25446400,0.0,0.0
1981-09-09,0.0687231793999672,0.0691581095842984,0.0687231793999672,0.0687231793999672,30531200,0.0,0.0
1981-09-10,0.06915812194347382,0.06959304639825317,0.06915812194347382,0.06915812194347382,34809600,0.0,0.0
1981-09-11,0.06872316861584679,0.06872316861584679,0.06828824430704117,0.06828824430704117,17539200,0.0,0.0
1981-09-14,0.06654777056969235,0.06654777056969235,0.06611284613609314,0.06611284613609314,27686400,0.0,0.0
1981-09-15,0.06480802248747015,0.06480802248747015,0.06437309831380844,0.06437309831380844,19510400,0.0,0.0
1981-09-16,0.06350329038780841,0.06350329038780841,0.06306836009025574,0.06306836009025574,19353600,0.0,0.0
1981-09-17,0.06176353854257711,0.06176353854257711,0.06132860854268074,0.06132860854268074,19376000,0.0,0.0
1981-09-18,0.061763569712638855,0.062198494124753125,0.061763569712638855,0.061763569712638855,26320000,0.0,0.0
1981-09-21,0.062198467552661896,0.06263339758624493,0.062198467552661896,0.062198467552661896,49033600,0.0,0.0
1981-09-22,0.059154015601427176,0.059154015601427176,0.05871909111738205,0.05871909111738205,47420800,0.0,0.0
1981-09-23,0.05828413652601915,0.05828413652601915,0.057414282113313675,0.057414282113313675,28201600,0.0,0.0
1981-09-24,0.057414301270544636,0.057414301270544636,0.056979376822710044,0.05697937682271004,18300800,0.0,0.0
1981-09-25,0.050454660233250605,0.050454660233250605,0.049584805965423584,0.049584805965423584,34608000,0.0,0.0
1981-09-28,0.05001973360776901,0.05045466367498844,0.05001973360776901,0.05001973360776901,91728000,0.0,0.0
1981-09-29,0.05262931436300278,0.05306424457710494,0.05262931436300278,0.05262931436300278,94684800,0.0,0.0
1981-09-30,0.053064215928316116,0.05349914010033034,0.053064215928316116,0.053064215928316116,49996800,0.0,0.0
1981-10-01,0.053064215928316116,0.05349914010033034,0.053064215928316116,0.053064215928316116,61129600,0.0,0.0
1981-10-02,0.057414282113313675,0.05784921222330429,0.057414282113313675,0.057414282113313675,45046400,0.0,0.0
1981-10-05,0.05915399640798569,0.06002385090111618,0.05915399640798569,0.05915399640798569,43097600,0.0,0.0
1981-10-06,0.059154015601427176,0.059154015601427176,0.05871909111738205,0.05871909111738205,28358400,0.0,0.0
1981-10-07,0.062198467552661896,0.06306832181255323,0.062198467552661896,0.062198467552661896,38841600,0.0,0.0
1981-10-08,0.06437309831380844,0.06480802248747015,0.06437309831380844,0.06437309831380844,31091200,0.0,0.0
1981-10-09,0.06480805575847626,0.06567791035963759,0.06480805575847626,0.06480805575847626,54521600,0.0,0.0
1981-10-12,0.06698345392942429,0.06741838400760782,0.06698345392942429,0.06698345392942429,27350400,0.0,0.0
1981-10-13,0.06698345392942429,0.06785330827851602,0.06698345392942429,0.06698345392942429,44195200,0.0,0.0
1981-10-14,0.06350329038780841,0.06350329038780841,0.06306836009025574,0.06306836009025574,30979200,0.0,0.0
1981-10-15,0.06437309831380844,0.06480802248747015,0.06437309831380844,0.06437309831380844,29433600,0.0,0.0
1981-10-16,0.06393818219825646,0.06393818219825646,0.06350325793027878,0.06350325793027878,36467200,0.0,0.0
1981-10-19,0.06480805575847626,0.06524298596269543,0.06480805575847626,0.06480805575847626,20585600,0.0,0.0
1981-10-20,0.06828824430704117,0.06872316861584679,0.06828824430704117,0.06828824430704117,35728000,0.0,0.0
1981-10-21,0.06828824430704117,0.06872316861584679,0.06828824430704117,0.06828824430704117,76899200,0.0,0.0
1981-10-22,0.06828824679663349,0.06828824679663349,0.06785331666469574,0.06785331666469574,32278400,0.0,0.0
1981-10-23,0.06654777056969235,0.06654777056969235,0.06611284613609314,0.06611284613609314,27910400,0.0,0.0
1981-10-26,0.06611284613609314,0.06654777056969235,0.06611284613609314,0.06611284613609314,27283200,0.0,0.0
1981-10-27,0.0674184113740921,0.06828826607627529,0.0674184113740921,0.0674184113740921,85590400,0.0,0.0
1981-10-28,0.06959300488233566,0.07002793488493397,0.06959300488233566,0.06959300488233566,44172800,0.0,0.0
1981-10-29,0.0691581095842984,0.0691581095842984,0.0687231793999672,0.0687231793999672,30486400,0.0,0.0
1981-10-30,0.06959300488233566,0.07002793488493397,0.06959300488233566,0.06959300488233566,52729600,0.0,0.0
1981-11-02,0.06959300488233566,0.07002793488493397,0.06959300488233566,0.06959300488233566,36915200,0.0,0.0
1981-11-03,0.0691581095842984,0.0691581095842984,0.0687231793999672,0.0687231793999672,28380800,0.0,0.0
1981-11-04,0.06741838400760782,0.06741838400760782,0.06698345392942429,0.06698345392942429,23811200,0.0,0.0
1981-11-05,0.06263339758624493,0.06263339758624493,0.062198467552661896,0.062198467552661896,23363200,0.0,0.0
1981-11-06,0.06263342499732971,0.06306834941397968,0.06263342499732971,0.06263342499732971,24595200,0.0,0.0
1981-11-09,0.06350325793027878,0.06393818219825646,0.06350325793027878,0.06350325793027878,20384000,0.0,0.0
1981-11-10,0.063938207924366,0.06437313817461704,0.063938207924366,0.063938207924366,16755200,0.0,0.0
1981-11-11,0.06567788869142532,0.06611281875215394,0.06567788869142532,0.06567788869142532,27440000,0.0,0.0
1981-11-12,0.06785331666469574,0.06828824679663349,0.06785331666469574,0.06785331666469574,39916800,0.0,0.0
1981-11-13,0.06350329038780841,0.06350329038780841,0.06306836009025574,0.06306836009025574,21011200,0.0,0.0
1981-11-16,0.06263339758624493,0.06263339758624493,0.062198467552661896,0.062198467552661896,22556800,0.0,0.0
1981-11-17,0.06350325793027878,0.06393818219825646,0.06350325793027878,0.06350325793027878,35414400,0.0,0.0
1981-11-18,0.06567788869142532,0.06611281875215394,0.06567788869142532,0.06567788869142532,29142400,0.0,0.0
1981-11-19,0.06567788869142532,0.06611281875215394,0.06567788869142532,0.06567788869142532,40006400,0.0,0.0
1981-11-20,0.06611284613609314,0.06654777056969235,0.06611284613609314,0.06611284613609314,38102400,0.0,0.0
1981-11-23,0.06393821487808284,0.06393821487808284,0.06306836009025574,0.06306836009025574,22960000,0.0,0.0
1981-11-24,0.06306834941397968,0.06306834941397968,0.06263342499732971,0.06263342499732971,22153600,0.0,0.0
1981-11-25,0.063938207924366,0.06437313817461704,0.063938207924366,0.063938207924366,52550400,0.0,0.0
1981-11-27,0.06567788869142532,0.06611281875215394,0.06567788869142532,0.06567788869142532,37251200,0.0,0.0
1981-11-30,0.06524298596269543,0.06524298596269543,0.06480805575847626,0.06480805575847626,23968000,0.0,0.0
1981-12-01,0.06480805575847626,0.06524298596269543,0.06480805575847626,0.06480805575847626,23385600,0.0,0.0
1981-12-02,0.06524298340082169,0.06567790778068583,0.06524298340082169,0.06524298340082169,37564800,0.0,0.0
1981-12-03,0.06480802248747015,0.06480802248747015,0.06437309831380844,0.06437309831380844,20428800,0.0,0.0
1981-12-04,0.06611284613609314,0.06654777056969235,0.06611284613609314,0.06611284613609314,137155200,0.0,0.0
1981-12-07,0.06654775142669678,0.06698345971742312,0.06654775142669678,0.06654775142669678,59292800,0.0,0.0
1981-12-08,0.06611283796782674,0.06611283796782674,0.06524298340082169,0.06524298340082169,50624000,0.0,0.0
1981-12-09,0.06567788869142532,0.06611281875215394,0.06567788869142532,0.06567788869142532,34272000,0.0,0.0
1981-12-10,0.06567788869142532,0.06611281875215394,0.06567788869142532,0.06567788869142532,37408000,0.0,0.0
1981-12-11,0.06567790778068583,0.06611283796782674,0.06524298340082169,0.06524298340082169,76092800,0.0,0.0
