,0
0,0.9566713036079086
1,0.9676464781478473
2,0.9754859811278955
3,1.012586307450853
4,1.0413060462887813
5,0.9785406326073807
6,0.9533541470679094
7,0.9649916121531159
8,0.9573127233804637
9,0.9923069813253254
10,0.9479038290349264
11,0.9166858198136747
12,0.9521905042650916
13,0.9788358697803787
14,0.9732086687078543
15,0.9637527827156818
16,0.9585334691359515
17,0.9954028558217207
18,0.9911491719682968
19,0.965964177198305
20,0.9605456838529054
21,0.9672127938614521
22,0.9970718694780765
23,1.0674231608798237
24,1.057550377961916
25,1.0247528660691405
26,1.0240017126996839
27,1.0108266161205073
28,1.0160299201323493
29,1.0325782391471658
30,1.0009028877760404
31,0.9445429864675726
32,0.947973830384397
33,0.8911285863862674
34,0.9106657685752795
35,0.936843032474015
36,0.9208023528749879
37,0.8802959423717781
38,0.9015313054460922
39,0.8801488747218258
40,0.8966464427582762
41,0.8351711280211903
42,0.8558344893278407
43,0.8962113325184659
44,0.9054719925248931
45,0.8921787362604529
46,0.8959022247077023
47,0.8834241600842714
48,0.8356437019461802
49,0.7626756563955244
50,0.7654656638843724
51,0.785605765103731
52,0.7875547841579688
53,0.7843143698381297
54,0.7373120285522542
55,0.7301967154589036
56,0.7653604674119737
57,0.7775699990809083
58,0.72180361847346
59,0.7197320322415846
60,0.7576317350858561
61,0.737200933818002
62,0.7129208361220446
63,0.7236503577781935
64,0.7212981179877932
65,0.7241730345209063
66,0.7582936367347379
67,0.7531813344772074
68,0.7889561074686644
69,0.7895809343287526
70,0.7830709384601285
71,0.7893705413839553
72,0.786564718775412
73,0.7359304093251132
74,0.716945719268403
75,0.7291151946095851
76,0.714651489855573
77,0.7375558017701787
78,0.7318877665771298
79,0.7171681680011647
80,0.7078671275866634
81,0.6692293642179288
82,0.6624582244261413
83,0.6358593320289749
84,0.6387803327838228
85,0.6417282322053653
86,0.6402292310857327
87,0.6554050051224136
88,0.6755362913570242
89,0.6530108941544597
90,0.6614422326178548
91,0.6627314889533334
92,0.6616775149313527
93,0.6473523869228666
94,0.6494278621186013
95,0.6389526786988616
