,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume
,BTC-USD,CL=F,DX-Y.NYB,GC=F,^FVX,^GSPC,^TNX,BTC-USD,CL=F,DX-Y.NYB,GC=F,^FVX,^GSPC,^TNX,BTC-USD,CL=F,DX-Y.NYB,GC=F,^FVX,^GSPC,^TNX,BTC-USD,CL=F,DX-Y.NYB,GC=F,^FVX,^GSPC,^TNX,BTC-USD,CL=F,DX-Y.NYB,GC=F,^FVX,^GSPC,^TNX,BTC-USD,CL=F,DX-Y.NYB,GC=F,^FVX,^GSPC,^TNX
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-08,3419.93994140625,49.16999816894531,93.63999938964844,1256.4000244140625,1.8339999914169312,2474.919921875,2.2829999923706055,3419.93994140625,49.16999816894531,93.63999938964844,1256.4000244140625,1.8339999914169312,2474.919921875,2.2829999923706055,3484.85009765625,49.790000915527344,93.87999725341797,1264.0999755859375,1.8420000076293945,2490.8701171875,2.2909998893737793,3345.830078125,48.86000061035156,93.23999786376953,1251.4000244140625,1.8109999895095825,2470.320068359375,2.253000020980835,3370.219970703125,49.310001373291016,93.44999694824219,1256.9000244140625,1.815999984741211,2478.35009765625,2.259999990463257,1752760064,924240.0,0.0,555.0,0.0,3344640000.0,0.0
2017-08-09,3342.469970703125,49.560001373291016,93.5199966430664,1273.0,1.7970000505447388,2474.02001953125,2.240999937057495,3342.469970703125,49.560001373291016,93.5199966430664,1273.0,1.7970000505447388,2474.02001953125,2.240999937057495,3422.760009765625,49.720001220703125,93.88999938964844,1277.800048828125,1.8070000410079956,2474.409912109375,2.249000072479248,3247.669921875,48.900001525878906,93.48999786376953,1260.199951171875,1.7680000066757202,2462.080078125,2.2119998931884766,3420.39990234375,49.0,93.55999755859375,1260.199951171875,1.781000018119812,2465.35009765625,2.2249999046325684,1468960000,858250.0,0.0,574.0,0.0,3308060000.0,0.0
2017-08-10,3381.280029296875,48.59000015258789,93.4000015258789,1283.699951171875,1.781000018119812,2438.2099609375,2.2119998931884766,3381.280029296875,48.59000015258789,93.4000015258789,1283.699951171875,1.781000018119812,2438.2099609375,2.2119998931884766,3453.449951171875,50.220001220703125,93.80999755859375,1287.4000244140625,1.8020000457763672,2465.3798828125,2.240999937057495,3319.469970703125,48.349998474121094,93.31999969482422,1274.9000244140625,1.7690000534057617,2437.75,2.2100000381469727,3341.840087890625,49.68000030517578,93.5,1276.5999755859375,1.8009999990463257,2465.3798828125,2.240999937057495,1515110016,1135440.0,0.0,608.0,0.0,3621070000.0,0.0
2017-08-11,3650.6201171875,48.81999969482422,93.06999969482422,1287.699951171875,1.7400000095367432,2441.320068359375,2.188999891281128,3650.6201171875,48.81999969482422,93.06999969482422,1287.699951171875,1.7400000095367432,2441.320068359375,2.188999891281128,3679.719970703125,48.97999954223633,93.51000213623047,1291.0999755859375,1.7790000438690186,2448.090087890625,2.2219998836517334,3372.1201171875,47.97999954223633,92.93000030517578,1282.0,1.7400000095367432,2437.85009765625,2.181999921798706,3373.820068359375,48.52000045776367,93.43000030517578,1286.300048828125,1.7690000534057617,2441.0400390625,2.1989998817443848,2021190016,804237.0,0.0,139.0,0.0,3159930000.0,0.0
2017-08-12,3884.7099609375,,,,,,,3884.7099609375,,,,,,,3949.919921875,,,,,,,3613.699951171875,,,,,,,3650.6298828125,,,,,,,2219589888,,,,,,
2017-08-13,4073.260009765625,,,,,,,4073.260009765625,,,,,,,4208.39013671875,,,,,,,3857.800048828125,,,,,,,3880.0400390625,,,,,,,3159089920,,,,,,
2017-08-14,4325.1298828125,47.59000015258789,93.45999908447266,1284.199951171875,1.7710000276565552,2465.840087890625,2.2190001010894775,4325.1298828125,47.59000015258789,93.45999908447266,1284.199951171875,1.7710000276565552,2465.840087890625,2.2190001010894775,4325.1298828125,49.15999984741211,93.5,1288.4000244140625,1.781000018119812,2468.219970703125,2.2269999980926514,3989.159912109375,47.43000030517578,93.05000305175781,1278.800048828125,1.75600004196167,2454.9599609375,2.203000068664551,4066.10009765625,48.790000915527344,93.08999633789062,1288.4000244140625,1.7680000066757202,2454.9599609375,2.2190001010894775,2463089920,763241.0,0.0,338.0,0.0,2822550000.0,0.0
2017-08-15,4181.93017578125,47.54999923706055,93.8499984741211,1273.699951171875,1.8200000524520874,2464.610107421875,2.2660000324249268,4181.93017578125,47.54999923706055,93.8499984741211,1273.699951171875,1.8200000524520874,2464.610107421875,2.2660000324249268,4455.97021484375,47.900001525878906,94.13999938964844,1280.5,1.8300000429153442,2468.89990234375,2.2829999923706055,3906.179931640625,47.02000045776367,93.44000244140625,1267.4000244140625,1.7990000247955322,2461.610107421875,2.25,4326.990234375,47.4900016784668,93.47000122070312,1280.5,1.8049999475479126,2468.659912109375,2.260999917984009,3258050048,770358.0,0.0,188.0,0.0,2913100000.0,0.0
2017-08-16,4376.6298828125,46.779998779296875,93.48999786376953,1276.9000244140625,1.781000018119812,2468.110107421875,2.2260000705718994,4376.6298828125,46.779998779296875,93.48999786376953,1276.9000244140625,1.781000018119812,2468.110107421875,2.2260000705718994,4381.22998046875,47.9900016784668,94.1500015258789,1282.5999755859375,1.8370000123977661,2474.929931640625,2.2820000648498535,3994.419921875,46.66999816894531,93.4800033569336,1269.4000244140625,1.7740000486373901,2463.860107421875,2.2200000286102295,4200.33984375,47.720001220703125,93.83999633789062,1271.300048828125,1.8320000171661377,2468.6298828125,2.2799999713897705,2272039936,815544.0,0.0,110.0,0.0,2953650000.0,0.0
2017-08-17,4331.68994140625,47.09000015258789,93.62000274658203,1286.4000244140625,1.7619999647140503,2430.010009765625,2.1989998817443848,4331.68994140625,47.09000015258789,93.62000274658203,1286.4000244140625,1.7619999647140503,2430.010009765625,2.1989998817443848,4484.7001953125,47.189998626708984,94.08000183105469,1288.5,1.8040000200271606,2465.02001953125,2.246999979019165,4243.7099609375,46.459999084472656,93.30999755859375,1283.199951171875,1.7610000371932983,2430.010009765625,2.197999954223633,4384.43994140625,46.79999923706055,93.44000244140625,1283.800048828125,1.7949999570846558,2462.949951171875,2.240000009536743,2553359872,608314.0,0.0,43.0,0.0,3142620000.0,0.0
2017-08-18,4160.6201171875,48.5099983215332,93.43000030517578,1285.699951171875,1.7619999647140503,2425.550048828125,2.194000005722046,4160.6201171875,48.5099983215332,93.43000030517578,1285.699951171875,1.7619999647140503,2425.550048828125,2.194000005722046,4370.1298828125,48.7400016784668,93.76000213623047,1300.699951171875,1.7790000438690186,2440.27001953125,2.2109999656677246,4015.39990234375,46.779998779296875,93.33000183105469,1284.300048828125,1.7280000448226929,2420.68994140625,2.1630001068115234,4324.33984375,46.93000030517578,93.68000030517578,1288.5999755859375,1.746999979019165,2427.639892578125,2.184000015258789,2941710080,253069.0,0.0,358.0,0.0,3415680000.0,0.0
2017-08-19,4193.7001953125,,,,,,,4193.7001953125,,,,,,,4243.259765625,,,,,,,3970.550048828125,,,,,,,4137.75,,,,,,,2975820032,,,,,,
2017-08-20,4087.659912109375,,,,,,,4087.659912109375,,,,,,,4196.2900390625,,,,,,,4069.8798828125,,,,,,,4189.31005859375,,,,,,,2109769984,,,,,,
2017-08-21,4001.739990234375,47.369998931884766,93.0999984741211,1290.800048828125,1.7510000467300415,2428.3701171875,2.180000066757202,4001.739990234375,47.369998931884766,93.0999984741211,1290.800048828125,1.7510000467300415,2428.3701171875,2.180000066757202,4109.14013671875,48.75,93.58000183105469,1290.800048828125,1.7619999647140503,2430.580078125,2.197000026702881,3988.60009765625,47.029998779296875,93.0,1284.699951171875,1.74399995803833,2417.35009765625,2.177000045776367,4090.47998046875,48.720001220703125,93.43000030517578,1285.199951171875,1.7489999532699585,2425.5,2.177999973297119,2800890112,129192.0,0.0,18.0,0.0,2788150000.0,0.0
2017-08-22,4100.52001953125,47.63999938964844,93.55000305175781,1285.0999755859375,1.784999966621399,2452.510009765625,2.2149999141693115,4100.52001953125,47.63999938964844,93.55000305175781,1285.0999755859375,1.784999966621399,2452.510009765625,2.2149999141693115,4128.759765625,48.029998779296875,93.58000183105469,1288.4000244140625,1.7869999408721924,2454.77001953125,2.2170000076293945,3674.580078125,47.20000076293945,93.05999755859375,1283.199951171875,1.7719999551773071,2433.669921875,2.197000026702881,3998.35009765625,47.45000076293945,93.13999938964844,1287.199951171875,1.7769999504089355,2433.75,2.2060000896453857,3764239872,864387.0,0.0,100.0,0.0,2777490000.0,0.0
2017-08-23,4151.52001953125,48.40999984741211,93.1500015258789,1288.9000244140625,1.746999979019165,2444.0400390625,2.1710000038146973,4151.52001953125,48.40999984741211,93.1500015258789,1288.9000244140625,1.746999979019165,2444.0400390625,2.1710000038146973,4255.77978515625,48.5,93.62999725341797,1289.4000244140625,1.7690000534057617,2448.909912109375,2.196000099182129,4078.409912109375,47.529998779296875,93.12999725341797,1286.9000244140625,1.746000051498413,2441.419921875,2.1710000038146973,4089.010009765625,47.63999938964844,93.51000213623047,1289.4000244140625,1.7690000534057617,2444.8798828125,2.196000099182129,2369819904,701693.0,0.0,250.0,0.0,2785290000.0,0.0
2017-08-24,4334.68017578125,47.43000030517578,93.27999877929688,1286.5,1.774999976158142,2438.969970703125,2.194000005722046,4334.68017578125,47.43000030517578,93.27999877929688,1286.5,1.774999976158142,2438.969970703125,2.194000005722046,4376.39013671875,48.43000030517578,93.37999725341797,1288.699951171875,1.774999976158142,2450.389892578125,2.194000005722046,4130.259765625,47.060001373291016,93.13999938964844,1284.0,1.7519999742507935,2436.18994140625,2.174999952316284,4137.60009765625,48.36000061035156,93.16000366210938,1288.699951171875,1.7640000581741333,2447.909912109375,2.184999942779541,2037750016,831358.0,0.0,550.0,0.0,2846590000.0,0.0
2017-08-25,4371.60009765625,47.869998931884766,92.73999786376953,1292.5,1.7569999694824219,2443.050048828125,2.1689999103546143,4371.60009765625,47.869998931884766,92.73999786376953,1292.5,1.7569999694824219,2443.050048828125,2.1689999103546143,4455.7001953125,47.90999984741211,93.44000244140625,1292.699951171875,1.7879999876022339,2453.9599609375,2.203000068664551,4307.35009765625,47.38999938964844,92.41999816894531,1280.300048828125,1.7519999742507935,2442.219970703125,2.1619999408721924,4332.81982421875,47.619998931884766,93.2699966430664,1285.4000244140625,1.781999945640564,2444.719970703125,2.196000099182129,1727970048,646518.0,0.0,280.0,0.0,2588780000.0,0.0
2017-08-26,4352.39990234375,,,,,,,4352.39990234375,,,,,,,4379.27978515625,,,,,,,4269.52001953125,,,,,,,4372.06005859375,,,,,,,1511609984,,,,,,
2017-08-27,4382.8798828125,,,,,,,4382.8798828125,,,,,,,4416.58984375,,,,,,,4317.2900390625,,,,,,,4345.10009765625,,,,,,,1537459968,,,,,,
2017-08-28,4382.66015625,46.56999969482422,92.20999908447266,1309.699951171875,1.7419999837875366,2444.239990234375,2.1589999198913574,4382.66015625,46.56999969482422,92.20999908447266,1309.699951171875,1.7419999837875366,2444.239990234375,2.1589999198913574,4403.93017578125,48.20000076293945,92.55000305175781,1311.300048828125,1.7630000114440918,2449.1201171875,2.180000066757202,4224.64013671875,46.150001525878906,92.18000030517578,1293.5,1.7400000095367432,2439.030029296875,2.1549999713897705,4384.4501953125,47.88999938964844,92.36000061035156,1293.5,1.7619999647140503,2447.35009765625,2.1760001182556152,1959330048,921285.0,0.0,145.0,0.0,2677700000.0,0.0
2017-08-29,4579.02001953125,46.439998626708984,92.3499984741211,1313.0999755859375,1.7100000381469727,2446.300048828125,2.135999917984009,4579.02001953125,46.439998626708984,92.3499984741211,1313.0999755859375,1.7100000381469727,2446.300048828125,2.135999917984009,4625.68017578125,46.959999084472656,92.4800033569336,1323.800048828125,1.715000033378601,2449.18994140625,2.1410000324249268,4352.1298828125,45.7599983215332,91.62000274658203,1313.0999755859375,1.6720000505447388,2428.199951171875,2.0910000801086426,4389.2099609375,46.86000061035156,92.22000122070312,1318.800048828125,1.6950000524520874,2431.93994140625,2.111999988555908,2486080000,895643.0,0.0,1178.0,0.0,2737580000.0,0.0
2017-08-30,4565.2998046875,45.959999084472656,92.87999725341797,1308.0999755859375,1.725000023841858,2457.590087890625,2.1429998874664307,4565.2998046875,45.959999084472656,92.87999725341797,1308.0999755859375,1.725000023841858,2457.590087890625,2.1429998874664307,4626.52001953125,46.720001220703125,92.94999694824219,1312.5,1.7359999418258667,2460.31005859375,2.1549999713897705,4471.41015625,45.84000015258789,92.25,1304.9000244140625,1.7130000591278076,2443.77001953125,2.132999897003174,4570.35986328125,46.310001373291016,92.30000305175781,1308.199951171875,1.7230000495910645,2446.06005859375,2.1429998874664307,1937849984,895643.0,0.0,1178.0,0.0,2633660000.0,0.0
2017-08-31,4703.39013671875,47.22999954223633,92.66999816894531,1316.199951171875,1.7070000171661377,2471.64990234375,2.121000051498413,4703.39013671875,47.22999954223633,92.66999816894531,1316.199951171875,1.7070000171661377,2471.64990234375,2.121000051498413,4736.0498046875,47.470001220703125,93.3499984741211,1322.300048828125,1.7330000400543213,2475.010009765625,2.1480000019073486,4549.39990234375,45.58000183105469,92.58000183105469,1301.699951171875,1.7070000171661377,2462.64990234375,2.121000051498413,4555.58984375,45.95000076293945,92.8499984741211,1306.5999755859375,1.7280000448226929,2462.64990234375,2.1429998874664307,1944930048,882983.0,0.0,373.0,0.0,3348110000.0,0.0
2017-09-01,4892.009765625,47.290000915527344,92.80999755859375,1324.5,1.7330000400543213,2476.550048828125,2.1570000648498535,4892.009765625,47.290000915527344,92.80999755859375,1324.5,1.7330000400543213,2476.550048828125,2.1570000648498535,4892.009765625,47.349998474121094,92.93000030517578,1327.699951171875,1.7419999837875366,2480.3798828125,2.1670000553131104,4678.52978515625,46.560001373291016,92.0999984741211,1316.9000244140625,1.6759999990463257,2473.85009765625,2.0999999046325684,4701.759765625,47.08000183105469,92.61000061035156,1320.199951171875,1.7089999914169312,2474.419921875,2.127000093460083,2599079936,915708.0,0.0,313.0,0.0,2710730000.0,0.0
2017-09-02,4578.77001953125,,,,,,,4578.77001953125,,,,,,,4975.0400390625,,,,,,,4469.240234375,,,,,,,4901.419921875,,,,,,,2722139904,,,,,,
2017-09-03,4582.9599609375,,,,,,,4582.9599609375,,,,,,,4714.080078125,,,,,,,4417.58984375,,,,,,,4585.27001953125,,,,,,,1933190016,,,,,,
2017-09-04,4236.31005859375,,,,,,,4236.31005859375,,,,,,,4591.6298828125,,,,,,,4108.39990234375,,,,,,,4591.6298828125,,,,,,,2987330048,,,,,,
2017-09-05,4376.52978515625,48.65999984741211,92.30999755859375,1339.199951171875,1.6460000276565552,2457.85009765625,2.069999933242798,4376.52978515625,48.65999984741211,92.30999755859375,1339.199951171875,1.6460000276565552,2457.85009765625,2.069999933242798,4427.83984375,48.97999954223633,92.7300033569336,1339.199951171875,1.7089999914169312,2471.969970703125,2.138000011444092,3998.110107421875,47.150001525878906,92.18000030517578,1328.5999755859375,1.6449999809265137,2446.550048828125,2.066999912261963,4228.2900390625,47.279998779296875,92.5999984741211,1335.199951171875,1.7089999914169312,2470.35009765625,2.138000011444092,2697969920,742808.0,0.0,39.0,0.0,3490260000.0,0.0
2017-09-06,4597.1201171875,49.15999984741211,92.29000091552734,1333.9000244140625,1.687000036239624,2465.5400390625,2.1080000400543213,4597.1201171875,49.15999984741211,92.29000091552734,1333.9000244140625,1.687000036239624,2465.5400390625,2.1080000400543213,4617.25,49.41999816894531,92.37999725341797,1340.300048828125,1.6890000104904175,2469.639892578125,2.109999895095825,4376.58984375,48.52000045776367,91.98999786376953,1332.5999755859375,1.6430000066757202,2459.199951171875,2.059999942779541,4376.58984375,48.59000015258789,92.23999786376953,1340.0,1.6549999713897705,2463.830078125,2.075000047683716,2172100096,788963.0,0.0,20.0,0.0,3374410000.0,0.0
2017-09-07,4599.8798828125,49.09000015258789,91.52999877929688,1345.0999755859375,1.6410000324249268,2465.10009765625,2.061000108718872,4599.8798828125,49.09000015258789,91.52999877929688,1345.0999755859375,1.6410000324249268,2465.10009765625,2.061000108718872,4655.0400390625,49.33000183105469,92.25,1349.0,1.6660000085830688,2468.6201171875,2.0940001010894775,4491.330078125,48.630001068115234,91.41000366210938,1336.4000244140625,1.6180000305175781,2460.2900390625,2.0339999198913574,4589.14013671875,49.13999938964844,92.19999694824219,1336.4000244140625,1.659999966621399,2468.06005859375,2.0840001106262207,1844620032,702514.0,0.0,26.0,0.0,3353930000.0,0.0
2017-09-08,4228.75,47.47999954223633,91.33000183105469,1346.0,1.6410000324249268,2461.429931640625,2.061000108718872,4228.75,47.47999954223633,91.33000183105469,1346.0,1.6410000324249268,2461.429931640625,2.061000108718872,4661.0,49.2599983215332,91.51000213623047,1355.800048828125,1.656000018119812,2467.110107421875,2.075000047683716,4075.179931640625,47.27000045776367,91.01000213623047,1345.5999755859375,1.6180000305175781,2459.39990234375,2.0369999408721924,4605.16015625,49.09000015258789,91.48999786376953,1351.0,1.6200000047683716,2462.25,2.0369999408721924,2700890112,843760.0,0.0,37.0,0.0,3302490000.0,0.0
2017-09-09,4226.06005859375,,,,,,,4226.06005859375,,,,,,,4308.81982421875,,,,,,,4114.10986328125,,,,,,,4229.81005859375,,,,,,,1386230016,,,,,,
2017-09-10,4122.93994140625,,,,,,,4122.93994140625,,,,,,,4245.43994140625,,,,,,,3951.0400390625,,,,,,,4229.33984375,,,,,,,1679090048,,,,,,
2017-09-11,4161.27001953125,48.06999969482422,91.86000061035156,1331.0,1.7020000219345093,2488.110107421875,2.125,4161.27001953125,48.06999969482422,91.86000061035156,1331.0,1.7020000219345093,2488.110107421875,2.125,4261.669921875,48.27000045776367,91.98999786376953,1331.0,1.7109999656677246,2488.949951171875,2.134000062942505,4099.39990234375,47.0,91.41999816894531,1327.300048828125,1.6779999732971191,2474.52001953125,2.0980000495910645,4122.47021484375,47.58000183105469,91.86000061035156,1331.0,1.680999994277954,2474.52001953125,2.1029999256134033,1557330048,774468.0,0.0,9.0,0.0,3291760000.0,0.0
2017-09-12,4130.81005859375,48.22999954223633,91.91000366210938,1328.0,1.746999979019165,2496.47998046875,2.1710000038146973,4130.81005859375,48.22999954223633,91.91000366210938,1328.0,1.746999979019165,2496.47998046875,2.1710000038146973,4344.64990234375,48.439998626708984,92.08000183105469,1328.0,1.7569999694824219,2496.77001953125,2.180000066757202,4085.219970703125,47.72999954223633,91.7699966430664,1325.199951171875,1.722000002861023,2490.3701171875,2.1429998874664307,4168.8798828125,48.119998931884766,91.86000061035156,1327.0,1.7239999771118164,2491.93994140625,2.1459999084472656,1864530048,676040.0,0.0,15.0,0.0,3230920000.0,0.0
2017-09-13,3882.590087890625,49.29999923706055,92.5199966430664,1323.4000244140625,1.7740000486373901,2498.3701171875,2.194999933242798,3882.590087890625,49.29999923706055,92.5199966430664,1323.4000244140625,1.7740000486373901,2498.3701171875,2.194999933242798,4131.97998046875,49.400001525878906,92.52999877929688,1323.4000244140625,1.7740000486373901,2498.3701171875,2.197000026702881,3789.919921875,48.119998931884766,91.70999908447266,1323.4000244140625,1.74399995803833,2492.139892578125,2.1600000858306885,4131.97998046875,48.34000015258789,91.87999725341797,1323.4000244140625,1.7489999532699585,2493.889892578125,2.1670000553131104,2219409920,706925.0,0.0,16.0,0.0,3368050000.0,0.0
2017-09-14,3154.949951171875,49.88999938964844,92.12000274658203,1324.699951171875,1.7869999408721924,2495.6201171875,2.197000026702881,3154.949951171875,49.88999938964844,92.12000274658203,1324.699951171875,1.7869999408721924,2495.6201171875,2.197000026702881,3920.60009765625,50.5,92.66000366210938,1329.300048828125,1.809999942779541,2498.429931640625,2.2249999046325684,3153.860107421875,49.150001525878906,92.02999877929688,1319.5999755859375,1.774999976158142,2491.35009765625,2.184999942779541,3875.3701171875,49.310001373291016,92.3499984741211,1319.5999755859375,1.784999966621399,2494.56005859375,2.2079999446868896,2716310016,709035.0,0.0,316.0,0.0,3414460000.0,0.0
2017-09-15,3637.52001953125,49.88999938964844,91.87000274658203,1320.4000244140625,1.8040000200271606,2500.22998046875,2.2019999027252197,3637.52001953125,49.88999938964844,91.87000274658203,1320.4000244140625,1.8040000200271606,2500.22998046875,2.2019999027252197,3733.449951171875,50.130001068115234,92.16999816894531,1321.199951171875,1.812000036239624,2500.22998046875,2.2130000591278076,2946.6201171875,49.40999984741211,91.58000183105469,1319.800048828125,1.7790000438690186,2493.159912109375,2.183000087738037,3166.300048828125,49.720001220703125,92.0,1320.5999755859375,1.7960000038146973,2495.669921875,2.197000026702881,4148069888,433597.0,0.0,15.0,0.0,4853170000.0,0.0
2017-09-16,3625.0400390625,,,,,,,3625.0400390625,,,,,,,3808.840087890625,,,,,,,3487.7900390625,,,,,,,3637.75,,,,,,,1818400000,,,,,,
2017-09-17,3582.8798828125,,,,,,,3582.8798828125,,,,,,,3664.81005859375,,,,,,,3445.639892578125,,,,,,,3606.280029296875,,,,,,,1239149952,,,,,,
2017-09-18,4065.199951171875,49.90999984741211,92.05000305175781,1306.300048828125,1.8240000009536743,2503.8701171875,2.2290000915527344,4065.199951171875,49.90999984741211,92.05000305175781,1306.300048828125,1.8240000009536743,2503.8701171875,2.2290000915527344,4079.22998046875,50.33000183105469,92.20999908447266,1310.4000244140625,1.8320000171661377,2508.320068359375,2.23799991607666,3591.090087890625,49.189998626708984,91.80000305175781,1306.0,1.8140000104904175,2499.919921875,2.2109999656677246,3591.090087890625,49.849998474121094,91.93000030517578,1309.800048828125,1.8170000314712524,2502.510009765625,2.2149999141693115,1943209984,189605.0,0.0,129.0,0.0,3194300000.0,0.0
2017-09-19,3924.969970703125,49.47999954223633,91.79000091552734,1306.199951171875,1.8320000171661377,2506.64990234375,2.243000030517578,3924.969970703125,49.47999954223633,91.79000091552734,1306.199951171875,1.8320000171661377,2506.64990234375,2.243000030517578,4094.070068359375,50.41999816894531,92.05000305175781,1310.300048828125,1.8389999866485596,2507.840087890625,2.244999885559082,3868.8701171875,49.33000183105469,91.75,1305.0999755859375,1.8109999895095825,2503.18994140625,2.2160000801086426,4073.7900390625,49.90999984741211,91.9800033569336,1307.9000244140625,1.8140000104904175,2506.2900390625,2.2200000286102295,1563980032,143379.0,0.0,20.0,0.0,3249100000.0,0.0
