,index,Close
0,2022-02-09 01:00:00,43917.82421875
1,2022-02-09 02:00:00,43355.96875
2,2022-02-09 03:00:00,43375.484375
3,2022-02-09 04:00:00,43523.015625
4,2022-02-09 05:00:00,43640.45703125
5,2022-02-09 06:00:00,43730.0234375
6,2022-02-09 07:00:00,43733.984375
7,2022-02-09 08:00:00,43480.22265625
8,2022-02-09 09:00:00,43438.390625
9,2022-02-09 10:00:00,43553.4609375
10,2022-02-09 11:00:00,43752.32421875
11,2022-02-09 12:00:00,44121.796875
12,2022-02-09 13:00:00,44023.25
13,2022-02-09 14:00:00,44115.6484375
14,2022-02-09 15:00:00,43900.93359375
15,2022-02-09 16:00:00,44084.46484375
16,2022-02-09 17:00:00,44060.48828125
17,2022-02-09 18:00:00,44118.31640625
18,2022-02-09 19:00:00,44518.0234375
19,2022-02-09 20:00:00,44715.96875
20,2022-02-09 21:00:00,44493.63671875
21,2022-02-09 22:00:00,44574.6328125
22,2022-02-09 23:00:00,44319.515625
23,2022-02-10 00:00:00,44138.3125
24,2022-02-10 01:00:00,44244.9921875
25,2022-02-10 02:00:00,44027.07421875
26,2022-02-10 03:00:00,43819.7734375
27,2022-02-10 04:00:00,43810.52734375
28,2022-02-10 05:00:00,43896.7578125
29,2022-02-10 06:00:00,43976.47265625
30,2022-02-10 07:00:00,44079.25
31,2022-02-10 08:00:00,44236.98828125
32,2022-02-10 09:00:00,44376.6875
33,2022-02-10 10:00:00,44594.93359375
34,2022-02-10 11:00:00,44848.828125
35,2022-02-10 12:00:00,44821.2421875
36,2022-02-10 13:00:00,43804.69921875
37,2022-02-10 14:00:00,43936.50390625
38,2022-02-10 15:00:00,44913.85546875
39,2022-02-10 16:00:00,45387.26171875
40,2022-02-10 17:00:00,45261.6328125
41,2022-02-10 18:00:00,45112.77734375
42,2022-02-10 19:00:00,44487.0078125
43,2022-02-10 20:00:00,44141.9609375
44,2022-02-10 21:00:00,43835.6171875
45,2022-02-10 22:00:00,43901.69921875
46,2022-02-10 23:00:00,43575.10546875
47,2022-02-11 00:00:00,43031.4375
48,2022-02-11 01:00:00,43199.3671875
49,2022-02-11 02:00:00,43131.625
50,2022-02-11 03:00:00,43380.65234375
51,2022-02-11 04:00:00,43114.6171875
52,2022-02-11 05:00:00,42959.60546875
53,2022-02-11 06:00:00,43273.71875
54,2022-02-11 07:00:00,43434.25
55,2022-02-11 08:00:00,43354.01953125
56,2022-02-11 09:00:00,43599.09375
57,2022-02-11 10:00:00,43518.3125
58,2022-02-11 11:00:00,43382.33984375
59,2022-02-11 12:00:00,43605.00390625
60,2022-02-11 13:00:00,43806.80078125
61,2022-02-11 14:00:00,43631.3359375
62,2022-02-11 15:00:00,43737.171875
63,2022-02-11 16:00:00,43622.69921875
64,2022-02-11 17:00:00,43464.109375
65,2022-02-11 18:00:00,42770.42578125
66,2022-02-11 19:00:00,42783.94140625
67,2022-02-11 20:00:00,42484.98046875
68,2022-02-11 21:00:00,42577.14453125
69,2022-02-11 22:00:00,42164.8671875
70,2022-02-11 23:00:00,42412.67578125
71,2022-02-12 00:00:00,42350.46875
72,2022-02-12 01:00:00,42464.8984375
73,2022-02-12 02:00:00,42444.69921875
74,2022-02-12 03:00:00,42339.578125
75,2022-02-12 04:00:00,42339.390625
76,2022-02-12 05:00:00,42297.8203125
77,2022-02-12 06:00:00,42102.11328125
78,2022-02-12 07:00:00,42150.94140625
79,2022-02-12 08:00:00,42325.33203125
80,2022-02-12 09:00:00,42429.41015625
81,2022-02-12 10:00:00,42242.5703125
82,2022-02-12 11:00:00,42400.79296875
83,2022-02-12 12:00:00,42286.03515625
84,2022-02-12 13:00:00,42167.28515625
85,2022-02-12 14:00:00,42141.18359375
86,2022-02-12 15:00:00,42158.4921875
87,2022-02-12 16:00:00,42738.2265625
88,2022-02-12 17:00:00,42751.015625
89,2022-02-12 18:00:00,42862.4453125
90,2022-02-12 19:00:00,42690.90625
91,2022-02-12 20:00:00,42651.9453125
92,2022-02-12 21:00:00,41902.2578125
93,2022-02-12 22:00:00,42160.72265625
94,2022-02-12 23:00:00,42240.99609375
95,2022-02-13 00:00:00,42417.7578125
96,2022-02-13 01:00:00,42291.2890625
97,2022-02-13 02:00:00,42227.265625
98,2022-02-13 03:00:00,42274.015625
99,2022-02-13 04:00:00,42226.34765625
100,2022-02-13 05:00:00,42299.27734375
101,2022-02-13 06:00:00,42396.953125
102,2022-02-13 07:00:00,42427.87890625
103,2022-02-13 08:00:00,42448.66015625
104,2022-02-13 09:00:00,42352.01953125
105,2022-02-13 10:00:00,42594.48046875
106,2022-02-13 11:00:00,42502.1328125
107,2022-02-13 12:00:00,42518.765625
108,2022-02-13 13:00:00,42527.75390625
109,2022-02-13 14:00:00,42462.7734375
110,2022-02-13 15:00:00,42610.15625
111,2022-02-13 16:00:00,42329.32421875
112,2022-02-13 17:00:00,42248.30859375
113,2022-02-13 18:00:00,42004.06640625
114,2022-02-13 19:00:00,42034.1796875
115,2022-02-13 20:00:00,42313.87109375
116,2022-02-13 21:00:00,42250.7265625
117,2022-02-13 22:00:00,42341.609375
118,2022-02-13 23:00:00,42230.61328125
119,2022-02-14 00:00:00,42109.94921875
120,2022-02-14 01:00:00,41716.1015625
121,2022-02-14 02:00:00,41740.640625
122,2022-02-14 03:00:00,41928.51171875
123,2022-02-14 04:00:00,41966.41796875
124,2022-02-14 05:00:00,41820.375
125,2022-02-14 06:00:00,42175.421875
126,2022-02-14 07:00:00,42297.5234375
127,2022-02-14 08:00:00,42098.1640625
128,2022-02-14 09:00:00,42091.8828125
129,2022-02-14 10:00:00,42229.33984375
130,2022-02-14 11:00:00,42154.453125
131,2022-02-14 12:00:00,42530.73046875
132,2022-02-14 13:00:00,42537.796875
133,2022-02-14 14:00:00,42595.69921875
134,2022-02-14 15:00:00,42597.015625
135,2022-02-14 16:00:00,42672.41796875
136,2022-02-14 17:00:00,42604.703125
137,2022-02-14 18:00:00,42325.3828125
138,2022-02-14 19:00:00,42102.5546875
139,2022-02-14 20:00:00,42228.01953125
140,2022-02-14 21:00:00,42280.01953125
141,2022-02-14 22:00:00,42646.9453125
142,2022-02-14 23:00:00,42586.90234375
143,2022-02-15 00:00:00,42544.171875
144,2022-02-15 01:00:00,43449.15625
145,2022-02-15 02:00:00,43562.5546875
146,2022-02-15 03:00:00,43611.56640625
147,2022-02-15 04:00:00,43507.28125
148,2022-02-15 05:00:00,43589.609375
149,2022-02-15 06:00:00,43572.56640625
150,2022-02-15 07:00:00,43716.9375
151,2022-02-15 08:00:00,43955.4453125
152,2022-02-15 09:00:00,44043.27734375
153,2022-02-15 10:00:00,44257.73828125
154,2022-02-15 11:00:00,44299.6328125
155,2022-02-15 12:00:00,44217.60546875
156,2022-02-15 13:00:00,44270.421875
157,2022-02-15 14:00:00,44323.74609375
158,2022-02-15 15:00:00,44251.328125
159,2022-02-15 16:00:00,44117.0234375
160,2022-02-15 17:00:00,43958.26171875
161,2022-02-15 18:00:00,44124.61328125
162,2022-02-15 19:00:00,44003.90234375
163,2022-02-15 20:00:00,44109.3125
164,2022-02-15 21:00:00,43997.40234375
165,2022-02-15 22:00:00,44208.125
166,2022-02-15 23:00:00,44592.89453125
167,2022-02-16 00:00:00,44229.05859375
168,2022-02-16 01:00:00,44004.8359375
169,2022-02-16 02:00:00,44049.6953125
